county,precinct,office,district,party,candidate,early_voting_mail,early_voting_ivo,election_day_ivo,votes
Rusk,201,"Justice, Supreme Court, Place 9",,,Jim Chisholm,0.0,4.0,1.0,5.0
Rusk,212,"Justice, Supreme Court, Place 9",,,Eva Guzman,32.0,333.0,76.0,441.0
Rusk,212,"Justice, Supreme Court, Place 9",,,Savannah Robinson,13.0,50.0,18.0,81.0
Rusk,212,"Justice, Supreme Court, Place 9",,,Don Fulton,0.0,5.0,3.0,8.0
Rusk,212,"Justice, Supreme Court, Place 9",,,Jim Chisholm,0.0,2.0,0.0,2.0
Rusk,213,"Justice, Supreme Court, Place 9",,,Eva Guzman,76.0,594.0,321.0,991.0
Rusk,213,"Justice, Supreme Court, Place 9",,,Savannah Robinson,12.0,124.0,67.0,203.0
Rusk,213,"Justice, Supreme Court, Place 9",,,Don Fulton,1.0,12.0,14.0,27.0
Rusk,213,"Justice, Supreme Court, Place 9",,,Jim Chisholm,0.0,6.0,6.0,12.0
Rusk,214,"Justice, Supreme Court, Place 9",,,Eva Guzman,63.0,732.0,388.0,1183.0
Rusk,214,"Justice, Supreme Court, Place 9",,,Savannah Robinson,19.0,200.0,101.0,320.0
Rusk,214,"Justice, Supreme Court, Place 9",,,Don Fulton,3.0,19.0,13.0,35.0
Rusk,214,"Justice, Supreme Court, Place 9",,,Jim Chisholm,0.0,6.0,8.0,14.0
Rusk,215,"Justice, Supreme Court, Place 9",,,Eva Guzman,55.0,620.0,285.0,960.0
Rusk,215,"Justice, Supreme Court, Place 9",,,Savannah Robinson,23.0,161.0,147.0,331.0
Rusk,215,"Justice, Supreme Court, Place 9",,,Don Fulton,2.0,22.0,14.0,38.0
Rusk,215,"Justice, Supreme Court, Place 9",,,Jim Chisholm,2.0,6.0,4.0,12.0
Rusk,302,"Justice, Supreme Court, Place 9",,,Eva Guzman,13.0,236.0,59.0,308.0
Rusk,302,"Justice, Supreme Court, Place 9",,,Savannah Robinson,58.0,150.0,69.0,277.0
Rusk,302,"Justice, Supreme Court, Place 9",,,Don Fulton,1.0,7.0,2.0,10.0
Rusk,302,"Justice, Supreme Court, Place 9",,,Jim Chisholm,0.0,2.0,1.0,3.0
Rusk,303,"Justice, Supreme Court, Place 9",,,Eva Guzman,44.0,298.0,100.0,442.0
Rusk,303,"Justice, Supreme Court, Place 9",,,Savannah Robinson,43.0,207.0,94.0,344.0
Rusk,303,"Justice, Supreme Court, Place 9",,,Don Fulton,1.0,7.0,5.0,13.0
Rusk,303,"Justice, Supreme Court, Place 9",,,Jim Chisholm,0.0,4.0,4.0,8.0
Rusk,314,"Justice, Supreme Court, Place 9",,,Eva Guzman,37.0,405.0,115.0,557.0
Rusk,314,"Justice, Supreme Court, Place 9",,,Savannah Robinson,8.0,43.0,21.0,72.0
Rusk,314,"Justice, Supreme Court, Place 9",,,Don Fulton,0.0,9.0,3.0,12.0
Rusk,314,"Justice, Supreme Court, Place 9",,,Jim Chisholm,0.0,4.0,2.0,6.0
Rusk,315,"Justice, Supreme Court, Place 9",,,Eva Guzman,26.0,277.0,171.0,474.0
Rusk,315,"Justice, Supreme Court, Place 9",,,Savannah Robinson,0.0,21.0,19.0,40.0
Rusk,315,"Justice, Supreme Court, Place 9",,,Don Fulton,1.0,7.0,7.0,15.0
Rusk,315,"Justice, Supreme Court, Place 9",,,Jim Chisholm,0.0,6.0,1.0,7.0
Rusk,316,"Justice, Supreme Court, Place 9",,,Eva Guzman,11.0,103.0,107.0,221.0
Rusk,316,"Justice, Supreme Court, Place 9",,,Savannah Robinson,7.0,15.0,14.0,36.0
Rusk,316,"Justice, Supreme Court, Place 9",,,Don Fulton,0.0,5.0,8.0,13.0
Rusk,316,"Justice, Supreme Court, Place 9",,,Jim Chisholm,1.0,3.0,0.0,4.0
Rusk,317,"Justice, Supreme Court, Place 9",,,Eva Guzman,25.0,58.0,116.0,199.0
Rusk,317,"Justice, Supreme Court, Place 9",,,Savannah Robinson,26.0,41.0,96.0,163.0
Rusk,317,"Justice, Supreme Court, Place 9",,,Don Fulton,0.0,4.0,8.0,12.0
Rusk,317,"Justice, Supreme Court, Place 9",,,Jim Chisholm,1.0,0.0,2.0,3.0
Rusk,318,"Justice, Supreme Court, Place 9",,,Eva Guzman,36.0,275.0,202.0,513.0
Rusk,318,"Justice, Supreme Court, Place 9",,,Savannah Robinson,14.0,58.0,68.0,140.0
Rusk,318,"Justice, Supreme Court, Place 9",,,Don Fulton,2.0,7.0,6.0,15.0
Rusk,318,"Justice, Supreme Court, Place 9",,,Jim Chisholm,1.0,2.0,3.0,6.0
Rusk,319,"Justice, Supreme Court, Place 9",,,Eva Guzman,4.0,50.0,55.0,109.0
Rusk,319,"Justice, Supreme Court, Place 9",,,Savannah Robinson,16.0,36.0,44.0,96.0
Rusk,319,"Justice, Supreme Court, Place 9",,,Don Fulton,1.0,3.0,4.0,8.0
Rusk,319,"Justice, Supreme Court, Place 9",,,Jim Chisholm,0.0,1.0,1.0,2.0
Rusk,404,"Justice, Supreme Court, Place 9",,,Eva Guzman,76.0,664.0,150.0,890.0
Rusk,404,"Justice, Supreme Court, Place 9",,,Savannah Robinson,10.0,108.0,35.0,153.0
Rusk,404,"Justice, Supreme Court, Place 9",,,Don Fulton,1.0,17.0,4.0,22.0
Rusk,404,"Justice, Supreme Court, Place 9",,,Jim Chisholm,0.0,4.0,2.0,6.0
Rusk,405,"Justice, Supreme Court, Place 9",,,Eva Guzman,67.0,455.0,113.0,635.0
Rusk,405,"Justice, Supreme Court, Place 9",,,Savannah Robinson,10.0,82.0,29.0,121.0
Rusk,405,"Justice, Supreme Court, Place 9",,,Don Fulton,3.0,19.0,4.0,26.0
Rusk,405,"Justice, Supreme Court, Place 9",,,Jim Chisholm,0.0,7.0,2.0,9.0
Rusk,416,"Justice, Supreme Court, Place 9",,,Eva Guzman,21.0,293.0,100.0,414.0
Rusk,416,"Justice, Supreme Court, Place 9",,,Savannah Robinson,9.0,51.0,17.0,77.0
Rusk,416,"Justice, Supreme Court, Place 9",,,Don Fulton,1.0,7.0,5.0,13.0
Rusk,416,"Justice, Supreme Court, Place 9",,,Jim Chisholm,0.0,6.0,0.0,6.0
Rusk,417,"Justice, Supreme Court, Place 9",,,Eva Guzman,26.0,350.0,242.0,618.0
Rusk,417,"Justice, Supreme Court, Place 9",,,Savannah Robinson,10.0,85.0,67.0,162.0
Rusk,417,"Justice, Supreme Court, Place 9",,,Don Fulton,0.0,12.0,11.0,23.0
Rusk,417,"Justice, Supreme Court, Place 9",,,Jim Chisholm,0.0,0.0,5.0,5.0
Rusk,418,"Justice, Supreme Court, Place 9",,,Eva Guzman,73.0,566.0,336.0,975.0
Rusk,418,"Justice, Supreme Court, Place 9",,,Savannah Robinson,15.0,134.0,88.0,237.0
Rusk,418,"Justice, Supreme Court, Place 9",,,Don Fulton,0.0,15.0,9.0,24.0
Rusk,418,"Justice, Supreme Court, Place 9",,,Jim Chisholm,0.0,5.0,3.0,8.0
Rusk,Total:,"Justice, Supreme Court, Place 9",,,Eva Guzman,976.0,8971.0,4020.0,13967.0
Rusk,Total:,"Justice, Supreme Court, Place 9",,,Savannah Robinson,365.0,2105.0,1246.0,3716.0
Rusk,Total:,"Justice, Supreme Court, Place 9",,,Don Fulton,26.0,264.0,157.0,447.0
Rusk,Total:,"Justice, Supreme Court, Place 9",,,Jim Chisholm,10.0,88.0,64.0,162.0
Rusk,111,"Judge, Ct of Criminal Appeals, P2",,,Mary Lou Keel,35.0,331.0,96.0,462.0
Rusk,111,"Judge, Ct of Criminal Appeals, P2",,,"Lawrence ""Larry"" Meyers",7.0,58.0,25.0,90.0
Rusk,111,"Judge, Ct of Criminal Appeals, P2",,,Mark Ash,2.0,14.0,0.0,16.0
Rusk,111,"Judge, Ct of Criminal Appeals, P2",,,Adam King Blackwell Reposa,0.0,0.0,2.0,2.0
Rusk,112,"Judge, Ct of Criminal Appeals, P2",,,Mary Lou Keel,70.0,590.0,301.0,961.0
Rusk,112,"Judge, Ct of Criminal Appeals, P2",,,"Lawrence ""Larry"" Meyers",19.0,110.0,47.0,176.0
Rusk,112,"Judge, Ct of Criminal Appeals, P2",,,Mark Ash,2.0,18.0,9.0,29.0
Rusk,112,"Judge, Ct of Criminal Appeals, P2",,,Adam King Blackwell Reposa,0.0,5.0,2.0,7.0
Rusk,113,"Judge, Ct of Criminal Appeals, P2",,,Mary Lou Keel,98.0,1041.0,335.0,1474.0
Rusk,113,"Judge, Ct of Criminal Appeals, P2",,,"Lawrence ""Larry"" Meyers",24.0,210.0,88.0,322.0
Rusk,113,"Judge, Ct of Criminal Appeals, P2",,,Mark Ash,1.0,31.0,20.0,52.0
Rusk,113,"Judge, Ct of Criminal Appeals, P2",,,Adam King Blackwell Reposa,1.0,5.0,6.0,12.0
Rusk,114,"Judge, Ct of Criminal Appeals, P2",,,Mary Lou Keel,33.0,410.0,289.0,732.0
Rusk,114,"Judge, Ct of Criminal Appeals, P2",,,"Lawrence ""Larry"" Meyers",15.0,91.0,57.0,163.0
Rusk,114,"Judge, Ct of Criminal Appeals, P2",,,Mark Ash,2.0,11.0,13.0,26.0
Rusk,114,"Judge, Ct of Criminal Appeals, P2",,,Adam King Blackwell Reposa,2.0,1.0,3.0,6.0
Rusk,201,"Judge, Ct of Criminal Appeals, P2",,,Mary Lou Keel,52.0,306.0,71.0,429.0
Rusk,201,"Judge, Ct of Criminal Appeals, P2",,,"Lawrence ""Larry"" Meyers",11.0,59.0,26.0,96.0
Rusk,201,"Judge, Ct of Criminal Appeals, P2",,,Mark Ash,1.0,15.0,3.0,19.0
Rusk,201,"Judge, Ct of Criminal Appeals, P2",,,Adam King Blackwell Reposa,0.0,2.0,0.0,2.0
Rusk,212,"Judge, Ct of Criminal Appeals, P2",,,Mary Lou Keel,31.0,336.0,78.0,445.0
Rusk,212,"Judge, Ct of Criminal Appeals, P2",,,"Lawrence ""Larry"" Meyers",13.0,50.0,16.0,79.0
Rusk,212,"Judge, Ct of Criminal Appeals, P2",,,Mark Ash,0.0,4.0,2.0,6.0
Rusk,212,"Judge, Ct of Criminal Appeals, P2",,,Adam King Blackwell Reposa,0.0,1.0,0.0,1.0
Rusk,213,"Judge, Ct of Criminal Appeals, P2",,,Mary Lou Keel,77.0,595.0,323.0,995.0
Rusk,213,"Judge, Ct of Criminal Appeals, P2",,,"Lawrence ""Larry"" Meyers",12.0,123.0,68.0,203.0
Rusk,213,"Judge, Ct of Criminal Appeals, P2",,,Mark Ash,1.0,12.0,17.0,30.0
Rusk,213,"Judge, Ct of Criminal Appeals, P2",,,Adam King Blackwell Reposa,0.0,5.0,0.0,5.0
Rusk,214,"Judge, Ct of Criminal Appeals, P2",,,Mary Lou Keel,61.0,735.0,389.0,1185.0
Rusk,214,"Judge, Ct of Criminal Appeals, P2",,,"Lawrence ""Larry"" Meyers",19.0,201.0,104.0,324.0
Rusk,214,"Judge, Ct of Criminal Appeals, P2",,,Mark Ash,3.0,15.0,10.0,28.0
Rusk,214,"Judge, Ct of Criminal Appeals, P2",,,Adam King Blackwell Reposa,0.0,5.0,7.0,12.0
Rusk,215,"Judge, Ct of Criminal Appeals, P2",,,Mary Lou Keel,55.0,629.0,285.0,969.0
Rusk,215,"Judge, Ct of Criminal Appeals, P2",,,"Lawrence ""Larry"" Meyers",26.0,160.0,145.0,331.0
Rusk,215,"Judge, Ct of Criminal Appeals, P2",,,Mark Ash,1.0,16.0,18.0,35.0
Rusk,215,"Judge, Ct of Criminal Appeals, P2",,,Adam King Blackwell Reposa,1.0,4.0,2.0,7.0
Rusk,302,"Judge, Ct of Criminal Appeals, P2",,,Mary Lou Keel,15.0,236.0,59.0,310.0
Rusk,302,"Judge, Ct of Criminal Appeals, P2",,,"Lawrence ""Larry"" Meyers",57.0,147.0,68.0,272.0
Rusk,302,"Judge, Ct of Criminal Appeals, P2",,,Mark Ash,0.0,7.0,3.0,10.0
Rusk,302,"Judge, Ct of Criminal Appeals, P2",,,Adam King Blackwell Reposa,0.0,1.0,1.0,2.0
Rusk,303,"Judge, Ct of Criminal Appeals, P2",,,Mary Lou Keel,45.0,299.0,100.0,444.0
Rusk,303,"Judge, Ct of Criminal Appeals, P2",,,"Lawrence ""Larry"" Meyers",40.0,209.0,88.0,337.0
Rusk,303,"Judge, Ct of Criminal Appeals, P2",,,Mark Ash,0.0,10.0,7.0,17.0
Rusk,303,"Judge, Ct of Criminal Appeals, P2",,,Adam King Blackwell Reposa,1.0,2.0,6.0,9.0
Rusk,314,"Judge, Ct of Criminal Appeals, P2",,,Mary Lou Keel,36.0,404.0,115.0,555.0
Rusk,314,"Judge, Ct of Criminal Appeals, P2",,,"Lawrence ""Larry"" Meyers",8.0,48.0,25.0,81.0
Rusk,314,"Judge, Ct of Criminal Appeals, P2",,,Mark Ash,0.0,6.0,1.0,7.0
Rusk,314,"Judge, Ct of Criminal Appeals, P2",,,Adam King Blackwell Reposa,0.0,0.0,0.0,0.0
Rusk,315,"Judge, Ct of Criminal Appeals, P2",,,Mary Lou Keel,26.0,280.0,171.0,477.0
Rusk,315,"Judge, Ct of Criminal Appeals, P2",,,"Lawrence ""Larry"" Meyers",1.0,23.0,19.0,43.0
Rusk,315,"Judge, Ct of Criminal Appeals, P2",,,Mark Ash,0.0,7.0,8.0,15.0
Rusk,315,"Judge, Ct of Criminal Appeals, P2",,,Adam King Blackwell Reposa,0.0,1.0,0.0,1.0
Rusk,316,"Judge, Ct of Criminal Appeals, P2",,,Mary Lou Keel,11.0,107.0,108.0,226.0
Rusk,316,"Judge, Ct of Criminal Appeals, P2",,,"Lawrence ""Larry"" Meyers",7.0,18.0,14.0,39.0
Rusk,316,"Judge, Ct of Criminal Appeals, P2",,,Mark Ash,0.0,3.0,6.0,9.0
Rusk,316,"Judge, Ct of Criminal Appeals, P2",,,Adam King Blackwell Reposa,0.0,0.0,0.0,0.0
Rusk,317,"Judge, Ct of Criminal Appeals, P2",,,Mary Lou Keel,24.0,56.0,116.0,196.0
Rusk,317,"Judge, Ct of Criminal Appeals, P2",,,"Lawrence ""Larry"" Meyers",28.0,42.0,95.0,165.0
Rusk,317,"Judge, Ct of Criminal Appeals, P2",,,Mark Ash,0.0,3.0,7.0,10.0
Rusk,317,"Judge, Ct of Criminal Appeals, P2",,,Adam King Blackwell Reposa,0.0,0.0,2.0,2.0
Rusk,318,"Judge, Ct of Criminal Appeals, P2",,,Mary Lou Keel,36.0,270.0,201.0,507.0
Rusk,318,"Judge, Ct of Criminal Appeals, P2",,,"Lawrence ""Larry"" Meyers",15.0,65.0,65.0,145.0
Rusk,318,"Judge, Ct of Criminal Appeals, P2",,,Mark Ash,2.0,6.0,11.0,19.0
Rusk,318,"Judge, Ct of Criminal Appeals, P2",,,Adam King Blackwell Reposa,0.0,2.0,1.0,3.0
Rusk,319,"Judge, Ct of Criminal Appeals, P2",,,Mary Lou Keel,4.0,48.0,55.0,107.0
Rusk,319,"Judge, Ct of Criminal Appeals, P2",,,"Lawrence ""Larry"" Meyers",16.0,39.0,44.0,99.0
Rusk,319,"Judge, Ct of Criminal Appeals, P2",,,Mark Ash,1.0,4.0,6.0,11.0
Rusk,319,"Judge, Ct of Criminal Appeals, P2",,,Adam King Blackwell Reposa,0.0,0.0,0.0,0.0
Rusk,404,"Judge, Ct of Criminal Appeals, P2",,,Mary Lou Keel,76.0,652.0,147.0,875.0
Rusk,404,"Judge, Ct of Criminal Appeals, P2",,,"Lawrence ""Larry"" Meyers",11.0,114.0,36.0,161.0
Rusk,404,"Judge, Ct of Criminal Appeals, P2",,,Mark Ash,0.0,18.0,6.0,24.0
Rusk,404,"Judge, Ct of Criminal Appeals, P2",,,Adam King Blackwell Reposa,0.0,3.0,1.0,4.0
Rusk,405,"Judge, Ct of Criminal Appeals, P2",,,Mary Lou Keel,67.0,457.0,117.0,641.0
Rusk,405,"Judge, Ct of Criminal Appeals, P2",,,"Lawrence ""Larry"" Meyers",11.0,87.0,26.0,124.0
Rusk,405,"Judge, Ct of Criminal Appeals, P2",,,Mark Ash,2.0,14.0,5.0,21.0
Rusk,405,"Judge, Ct of Criminal Appeals, P2",,,Adam King Blackwell Reposa,0.0,5.0,0.0,5.0
Rusk,416,"Judge, Ct of Criminal Appeals, P2",,,Mary Lou Keel,22.0,296.0,101.0,419.0
Rusk,416,"Judge, Ct of Criminal Appeals, P2",,,"Lawrence ""Larry"" Meyers",8.0,51.0,18.0,77.0
Rusk,416,"Judge, Ct of Criminal Appeals, P2",,,Mark Ash,2.0,6.0,3.0,11.0
Rusk,416,"Judge, Ct of Criminal Appeals, P2",,,Adam King Blackwell Reposa,0.0,3.0,2.0,5.0
Rusk,417,"Judge, Ct of Criminal Appeals, P2",,,Mary Lou Keel,25.0,346.0,238.0,609.0
Rusk,417,"Judge, Ct of Criminal Appeals, P2",,,"Lawrence ""Larry"" Meyers",10.0,86.0,73.0,169.0
Rusk,417,"Judge, Ct of Criminal Appeals, P2",,,Mark Ash,1.0,12.0,12.0,25.0
Rusk,417,"Judge, Ct of Criminal Appeals, P2",,,Adam King Blackwell Reposa,0.0,2.0,2.0,4.0
Rusk,418,"Judge, Ct of Criminal Appeals, P2",,,Mary Lou Keel,73.0,573.0,350.0,996.0
Rusk,418,"Judge, Ct of Criminal Appeals, P2",,,"Lawrence ""Larry"" Meyers",15.0,135.0,78.0,228.0
Rusk,418,"Judge, Ct of Criminal Appeals, P2",,,Mark Ash,0.0,14.0,7.0,21.0
Rusk,418,"Judge, Ct of Criminal Appeals, P2",,,Adam King Blackwell Reposa,0.0,1.0,2.0,3.0
Rusk,Total:,"Judge, Ct of Criminal Appeals, P2",,,Mary Lou Keel,972.0,8997.0,4045.0,14014.0
Rusk,Total:,"Judge, Ct of Criminal Appeals, P2",,,"Lawrence ""Larry"" Meyers",373.0,2126.0,1225.0,3724.0
Rusk,Total:,"Judge, Ct of Criminal Appeals, P2",,,Mark Ash,21.0,246.0,174.0,441.0
Rusk,Total:,"Judge, Ct of Criminal Appeals, P2",,,Adam King Blackwell Reposa,5.0,48.0,39.0,92.0
Rusk,111,"Judge, Ct of Criminal Appeals, P5",,,Scott Walker,36.0,335.0,100.0,471.0
Rusk,111,"Judge, Ct of Criminal Appeals, P5",,,Betsy Johnson,6.0,58.0,22.0,86.0
Rusk,111,"Judge, Ct of Criminal Appeals, P5",,,"William Bryan Strange, III",1.0,11.0,0.0,12.0
Rusk,111,"Judge, Ct of Criminal Appeals, P5",,,Judith Sanders-Castro,0.0,1.0,1.0,2.0
Rusk,112,"Judge, Ct of Criminal Appeals, P5",,,Scott Walker,72.0,591.0,294.0,957.0
Rusk,112,"Judge, Ct of Criminal Appeals, P5",,,Betsy Johnson,18.0,110.0,54.0,182.0
Rusk,112,"Judge, Ct of Criminal Appeals, P5",,,"William Bryan Strange, III",1.0,17.0,7.0,25.0
Rusk,112,"Judge, Ct of Criminal Appeals, P5",,,Judith Sanders-Castro,0.0,3.0,2.0,5.0
Rusk,113,"Judge, Ct of Criminal Appeals, P5",,,Scott Walker,102.0,1045.0,338.0,1485.0
Rusk,113,"Judge, Ct of Criminal Appeals, P5",,,Betsy Johnson,24.0,215.0,90.0,329.0
Rusk,113,"Judge, Ct of Criminal Appeals, P5",,,"William Bryan Strange, III",0.0,20.0,15.0,35.0
Rusk,113,"Judge, Ct of Criminal Appeals, P5",,,Judith Sanders-Castro,1.0,7.0,8.0,16.0
Rusk,114,"Judge, Ct of Criminal Appeals, P5",,,Scott Walker,34.0,410.0,292.0,736.0
Rusk,114,"Judge, Ct of Criminal Appeals, P5",,,Betsy Johnson,15.0,88.0,55.0,158.0
Rusk,114,"Judge, Ct of Criminal Appeals, P5",,,"William Bryan Strange, III",1.0,11.0,11.0,23.0
Rusk,114,"Judge, Ct of Criminal Appeals, P5",,,Judith Sanders-Castro,2.0,3.0,4.0,9.0
Rusk,201,"Judge, Ct of Criminal Appeals, P5",,,Scott Walker,54.0,308.0,74.0,436.0
Rusk,201,"Judge, Ct of Criminal Appeals, P5",,,Betsy Johnson,10.0,62.0,27.0,99.0
Rusk,201,"Judge, Ct of Criminal Appeals, P5",,,"William Bryan Strange, III",1.0,9.0,1.0,11.0
Rusk,201,"Judge, Ct of Criminal Appeals, P5",,,Judith Sanders-Castro,0.0,4.0,0.0,4.0
Rusk,212,"Judge, Ct of Criminal Appeals, P5",,,Scott Walker,32.0,336.0,77.0,445.0
Rusk,212,"Judge, Ct of Criminal Appeals, P5",,,Betsy Johnson,13.0,51.0,17.0,81.0
Rusk,212,"Judge, Ct of Criminal Appeals, P5",,,"William Bryan Strange, III",0.0,3.0,2.0,5.0
Rusk,212,"Judge, Ct of Criminal Appeals, P5",,,Judith Sanders-Castro,0.0,0.0,0.0,0.0
Rusk,213,"Judge, Ct of Criminal Appeals, P5",,,Scott Walker,80.0,598.0,329.0,1007.0
Rusk,213,"Judge, Ct of Criminal Appeals, P5",,,Betsy Johnson,8.0,123.0,65.0,196.0
Rusk,213,"Judge, Ct of Criminal Appeals, P5",,,"William Bryan Strange, III",0.0,10.0,12.0,22.0
Rusk,213,"Judge, Ct of Criminal Appeals, P5",,,Judith Sanders-Castro,2.0,5.0,0.0,7.0
Rusk,214,"Judge, Ct of Criminal Appeals, P5",,,Scott Walker,61.0,736.0,388.0,1185.0
Rusk,214,"Judge, Ct of Criminal Appeals, P5",,,Betsy Johnson,21.0,201.0,105.0,327.0
Rusk,214,"Judge, Ct of Criminal Appeals, P5",,,"William Bryan Strange, III",2.0,12.0,9.0,23.0
Rusk,214,"Judge, Ct of Criminal Appeals, P5",,,Judith Sanders-Castro,0.0,7.0,6.0,13.0
Rusk,215,"Judge, Ct of Criminal Appeals, P5",,,Scott Walker,55.0,636.0,283.0,974.0
Rusk,215,"Judge, Ct of Criminal Appeals, P5",,,Betsy Johnson,22.0,154.0,150.0,326.0
Rusk,215,"Judge, Ct of Criminal Appeals, P5",,,"William Bryan Strange, III",2.0,11.0,13.0,26.0
Rusk,215,"Judge, Ct of Criminal Appeals, P5",,,Judith Sanders-Castro,3.0,7.0,6.0,16.0
Rusk,302,"Judge, Ct of Criminal Appeals, P5",,,Scott Walker,15.0,241.0,61.0,317.0
Rusk,302,"Judge, Ct of Criminal Appeals, P5",,,Betsy Johnson,56.0,146.0,68.0,270.0
Rusk,302,"Judge, Ct of Criminal Appeals, P5",,,"William Bryan Strange, III",0.0,3.0,2.0,5.0
Rusk,302,"Judge, Ct of Criminal Appeals, P5",,,Judith Sanders-Castro,1.0,3.0,1.0,5.0
Rusk,303,"Judge, Ct of Criminal Appeals, P5",,,Scott Walker,43.0,299.0,99.0,441.0
Rusk,303,"Judge, Ct of Criminal Appeals, P5",,,Betsy Johnson,42.0,214.0,90.0,346.0
Rusk,303,"Judge, Ct of Criminal Appeals, P5",,,"William Bryan Strange, III",0.0,5.0,5.0,10.0
Rusk,303,"Judge, Ct of Criminal Appeals, P5",,,Judith Sanders-Castro,1.0,2.0,7.0,10.0
Rusk,314,"Judge, Ct of Criminal Appeals, P5",,,Scott Walker,37.0,414.0,117.0,568.0
Rusk,314,"Judge, Ct of Criminal Appeals, P5",,,Betsy Johnson,8.0,44.0,21.0,73.0
Rusk,314,"Judge, Ct of Criminal Appeals, P5",,,"William Bryan Strange, III",0.0,2.0,2.0,4.0
Rusk,314,"Judge, Ct of Criminal Appeals, P5",,,Judith Sanders-Castro,0.0,1.0,0.0,1.0
Rusk,315,"Judge, Ct of Criminal Appeals, P5",,,Scott Walker,26.0,285.0,173.0,484.0
Rusk,315,"Judge, Ct of Criminal Appeals, P5",,,Betsy Johnson,1.0,20.0,18.0,39.0
Rusk,315,"Judge, Ct of Criminal Appeals, P5",,,"William Bryan Strange, III",0.0,4.0,7.0,11.0
Rusk,315,"Judge, Ct of Criminal Appeals, P5",,,Judith Sanders-Castro,0.0,3.0,0.0,3.0
Rusk,316,"Judge, Ct of Criminal Appeals, P5",,,Scott Walker,11.0,109.0,111.0,231.0
Rusk,316,"Judge, Ct of Criminal Appeals, P5",,,Betsy Johnson,7.0,17.0,15.0,39.0
Rusk,316,"Judge, Ct of Criminal Appeals, P5",,,"William Bryan Strange, III",0.0,1.0,4.0,5.0
Rusk,316,"Judge, Ct of Criminal Appeals, P5",,,Judith Sanders-Castro,0.0,0.0,0.0,0.0
Rusk,317,"Judge, Ct of Criminal Appeals, P5",,,Scott Walker,26.0,56.0,119.0,201.0
Rusk,317,"Judge, Ct of Criminal Appeals, P5",,,Betsy Johnson,25.0,44.0,96.0,165.0
Rusk,317,"Judge, Ct of Criminal Appeals, P5",,,"William Bryan Strange, III",1.0,3.0,5.0,9.0
Rusk,317,"Judge, Ct of Criminal Appeals, P5",,,Judith Sanders-Castro,0.0,0.0,2.0,2.0
Rusk,318,"Judge, Ct of Criminal Appeals, P5",,,Scott Walker,37.0,274.0,208.0,519.0
Rusk,318,"Judge, Ct of Criminal Appeals, P5",,,Betsy Johnson,15.0,64.0,68.0,147.0
Rusk,318,"Judge, Ct of Criminal Appeals, P5",,,"William Bryan Strange, III",2.0,7.0,3.0,12.0
Rusk,318,"Judge, Ct of Criminal Appeals, P5",,,Judith Sanders-Castro,0.0,1.0,2.0,3.0
Rusk,319,"Judge, Ct of Criminal Appeals, P5",,,Scott Walker,5.0,50.0,58.0,113.0
Rusk,319,"Judge, Ct of Criminal Appeals, P5",,,Betsy Johnson,16.0,39.0,43.0,98.0
Rusk,319,"Judge, Ct of Criminal Appeals, P5",,,"William Bryan Strange, III",0.0,3.0,3.0,6.0
Rusk,319,"Judge, Ct of Criminal Appeals, P5",,,Judith Sanders-Castro,0.0,0.0,0.0,0.0
Rusk,404,"Judge, Ct of Criminal Appeals, P5",,,Scott Walker,77.0,655.0,148.0,880.0
Rusk,404,"Judge, Ct of Criminal Appeals, P5",,,Betsy Johnson,10.0,118.0,37.0,165.0
Rusk,404,"Judge, Ct of Criminal Appeals, P5",,,"William Bryan Strange, III",0.0,11.0,4.0,15.0
Rusk,404,"Judge, Ct of Criminal Appeals, P5",,,Judith Sanders-Castro,0.0,5.0,2.0,7.0
Rusk,405,"Judge, Ct of Criminal Appeals, P5",,,Scott Walker,67.0,460.0,114.0,641.0
Rusk,405,"Judge, Ct of Criminal Appeals, P5",,,Betsy Johnson,13.0,87.0,32.0,132.0
Rusk,405,"Judge, Ct of Criminal Appeals, P5",,,"William Bryan Strange, III",0.0,16.0,3.0,19.0
Rusk,405,"Judge, Ct of Criminal Appeals, P5",,,Judith Sanders-Castro,0.0,2.0,0.0,2.0
Rusk,416,"Judge, Ct of Criminal Appeals, P5",,,Scott Walker,23.0,305.0,99.0,427.0
Rusk,416,"Judge, Ct of Criminal Appeals, P5",,,Betsy Johnson,8.0,48.0,18.0,74.0
Rusk,416,"Judge, Ct of Criminal Appeals, P5",,,"William Bryan Strange, III",0.0,5.0,4.0,9.0
Rusk,416,"Judge, Ct of Criminal Appeals, P5",,,Judith Sanders-Castro,0.0,2.0,1.0,3.0
Rusk,417,"Judge, Ct of Criminal Appeals, P5",,,Scott Walker,25.0,347.0,242.0,614.0
Rusk,417,"Judge, Ct of Criminal Appeals, P5",,,Betsy Johnson,10.0,84.0,71.0,165.0
Rusk,417,"Judge, Ct of Criminal Appeals, P5",,,"William Bryan Strange, III",0.0,12.0,9.0,21.0
Rusk,417,"Judge, Ct of Criminal Appeals, P5",,,Judith Sanders-Castro,1.0,3.0,2.0,6.0
Rusk,418,"Judge, Ct of Criminal Appeals, P5",,,Scott Walker,75.0,577.0,346.0,998.0
Rusk,418,"Judge, Ct of Criminal Appeals, P5",,,Betsy Johnson,14.0,135.0,82.0,231.0
Rusk,418,"Judge, Ct of Criminal Appeals, P5",,,"William Bryan Strange, III",0.0,9.0,7.0,16.0
