county,office,candidate,party,precinct,early_voting,election_day
Haskell,U. S. Representative District 19,Jodey Arrington,REP,Pct. 9,9,
Haskell,Lieutenant Governor,Dan Patrick,REP,Pct. 1,22,
Haskell,Lieutenant Governor,Scott Milder,REP,Pct. 1,15,
Haskell,Lieutenant Governor,Dan Patrick,REP,Pct. 10,3,
Haskell,Lieutenant Governor,Scott Milder,REP,Pct. 10,5,
Haskell,Lieutenant Governor,Dan Patrick,REP,Pct. 2,19,
Haskell,Lieutenant Governor,Scott Milder,REP,Pct. 2,31,
Haskell,Lieutenant Governor,Dan Patrick,REP,Pct. 3,9,
Haskell,Lieutenant Governor,Scott Milder,REP,Pct. 3,0,
Haskell,Lieutenant Governor,Dan Patrick,REP,Pct. 4,6,
Haskell,Lieutenant Governor,Scott Milder,REP,Pct. 4,10,
Haskell,Lieutenant Governor,Dan Patrick,REP,Pct. 5,15,
Haskell,Lieutenant Governor,Scott Milder,REP,Pct. 5,2,
Haskell,Lieutenant Governor,Dan Patrick,REP,Pct. 6,6,
Haskell,Lieutenant Governor,Scott Milder,REP,Pct. 6,6,
Haskell,Lieutenant Governor,Dan Patrick,REP,Pct. 7,8,
Haskell,Lieutenant Governor,Scott Milder,REP,Pct. 7,0,
Haskell,Lieutenant Governor,Dan Patrick,REP,Pct. 8,5,
Haskell,Lieutenant Governor,Scott Milder,REP,Pct. 8,3,
Haskell,Lieutenant Governor,Dan Patrick,REP,Pct. 9,5,
Haskell,Lieutenant Governor,Scott Milder,REP,Pct. 9,4,
Haskell,State Representative District 68,Drew Springer Jr.,REP,Pct. 1,29,
Haskell,State Representative District 68,Drew Springer Jr.,REP,Pct. 10,9,
Haskell,State Representative District 68,Drew Springer Jr.,REP,Pct. 2,38,
Haskell,State Representative District 68,Drew Springer Jr.,REP,Pct. 3,26,
Haskell,State Representative District 68,Drew Springer Jr.,REP,Pct. 4,13,
Haskell,State Representative District 68,Drew Springer Jr.,REP,Pct. 5,15,
Haskell,State Representative District 68,Drew Springer Jr.,REP,Pct. 6,10,
Haskell,State Representative District 68,Drew Springer Jr.,REP,Pct. 7,8,
Haskell,State Representative District 68,Drew Springer Jr.,REP,Pct. 8,1,
Haskell,State Representative District 68,Drew Springer Jr.,REP,Pct. 9,9,
Haskell,Governor,Barbara Krueger,REP,Pct. 1,1,
Haskell,Governor,Gregory Abbott,REP,Pct. 1,32,
Haskell,Governor,Larry Kilgore,REP,Pct. 1,1,
Haskell,Governor,Barbara Krueger,REP,Pct. 10,0,
Haskell,Governor,Gregory Abbott,REP,Pct. 10,9,
Haskell,Governor,Larry Kilgore,REP,Pct. 10,0,
Haskell,Governor,Barbara Krueger,REP,Pct. 2,5,
Haskell,Governor,Gregory Abbott,REP,Pct. 2,36,
Haskell,Governor,Larry Kilgore,REP,Pct. 2,0,
Haskell,Governor,Barbara Krueger,REP,Pct. 3,3,
Haskell,Governor,Gregory Abbott,REP,Pct. 3,22,
Haskell,Governor,Larry Kilgore,REP,Pct. 3,0,
Haskell,Governor,Barbara Krueger,REP,Pct. 4,1,
Haskell,Governor,Gregory Abbott,REP,Pct. 4,11,
Haskell,Governor,Gregory Abbott,REP,Pct. 4,11,
Haskell,Governor,Larry Kilgore,REP,Pct. 4,0,
Haskell,Governor,Barbara Krueger,REP,Pct. 5,1,
Haskell,Governor,Gregory Abbott,REP,Pct. 5,16,
Haskell,Governor,Larry Kilgore,REP,Pct. 5,0,
Haskell,Governor,Barbara Krueger,REP,Pct. 6,1,
Haskell,Governor,Gregory Abbott,REP,Pct. 6,10,
Haskell,Governor,Larry Kilgore,REP,Pct. 6,1,
Haskell,Governor,Barbara Krueger,REP,Pct. 7,0,
Haskell,Governor,Gregory Abbott,REP,Pct. 7,8,
Haskell,Governor,Larry Kilgore,REP,Pct. 7,0,
Haskell,Governor,Barbara Krueger,REP,Pct. 8,0,
Haskell,Governor,Gregory Abbott,REP,Pct. 8,8,
Haskell,Governor,Larry Kilgore,REP,Pct. 8,0,
Haskell,Governor,Barbara Krueger,REP,Pct. 9,0,
Haskell,Governor,Gregory Abbott,REP,Pct. 9,9,
Haskell,Governor,Larry Kilgore,REP,Pct. 9,0,
Haskell,Railroad Commissioner,Christi Craddick,REP,Pct. 1,21,
Haskell,Railroad Commissioner,Weston Martinez,REP,Pct. 1,11,
Haskell,Railroad Commissioner,Christi Craddick,REP,Pct. 10,7,
Haskell,Railroad Commissioner,Weston Martinez,REP,Pct. 10,2,
Haskell,Railroad Commissioner,Christi Craddick,REP,Pct. 2,31,
Haskell,Railroad Commissioner,Weston Martinez,REP,Pct. 2,11,
Haskell,Railroad Commissioner,Christi Craddick,REP,Pct. 3,21,
Haskell,Railroad Commissioner,Weston Martinez,REP,Pct. 3,1,
Haskell,Railroad Commissioner,Christi Craddick,REP,Pct. 4,12,
Haskell,Railroad Commissioner,Weston Martinez,REP,Pct. 4,4,
Haskell,Railroad Commissioner,Christi Craddick,REP,Pct. 5,11,
Haskell,Railroad Commissioner,Weston Martinez,REP,Pct. 5,4,
Haskell,Railroad Commissioner,Christi Craddick,REP,Pct. 6,8,
Haskell,Railroad Commissioner,Weston Martinez,REP,Pct. 6,3,
Haskell,Railroad Commissioner,Christi Craddick,REP,Pct. 7,7,
Haskell,Railroad Commissioner,Weston Martinez,REP,Pct. 7,1,
Haskell,Railroad Commissioner,Christi Craddick,REP,Pct. 8,6,
Haskell,Railroad Commissioner,Weston Martinez,REP,Pct. 8,2,
Haskell,Railroad Commissioner,Christi Craddick,REP,Pct. 9,6,
Haskell,Railroad Commissioner,Weston Martinez,REP,Pct. 9,1,
Haskell,Attorney General,Warren Paxton,REP,Pct. 1,26,
Haskell,Attorney General,Warren Paxton,REP,Pct. 10,9,
Haskell,Attorney General,Warren Paxton,REP,Pct. 2,32,
Haskell,Attorney General,Warren Paxton,REP,Pct. 3,18,
Haskell,Attorney General,Warren Paxton,REP,Pct. 4,13,
Haskell,Attorney General,Warren Paxton,REP,Pct. 5,12,
Haskell,Attorney General,Warren Paxton,REP,Pct. 6,10,
Haskell,Attorney General,Warren Paxton,REP,Pct. 7,8,
Haskell,Attorney General,Warren Paxton,REP,Pct. 8,8,
Haskell,Attorney General,Warren Paxton,REP,Pct. 9,9,
Haskell,Comptroller of Public Accounts,Glenn Hegar,REP,Pct. 1,31,
Haskell,Comptroller of Public Accounts,Glenn Hegar,REP,Pct. 10,9,
Haskell,Comptroller of Public Accounts,Glenn Hegar,REP,Pct. 2,39,
Haskell,Comptroller of Public Accounts,Glenn Hegar,REP,Pct. 3,23,
Haskell,Comptroller of Public Accounts,Glenn Hegar,REP,Pct. 4,14,
Haskell,Comptroller of Public Accounts,Glenn Hegar,REP,Pct. 5,14,
Haskell,Comptroller of Public Accounts,Glenn Hegar,REP,Pct. 6,11,
Haskell,Comptroller of Public Accounts,Glenn Hegar,REP,Pct. 7,8,
Haskell,Comptroller of Public Accounts,Glenn Hegar,REP,Pct. 8,8,
Haskell,Comptroller of Public Accounts,Glenn Hegar,REP,Pct. 9,9,
