county,precinct,office,district,party,candidate,early_voting_mail,early_voting_ivo,early_voting,election_day,votes
Rusk,319,Railroad Commissioner,,,Wayne Christian,4,53,57,61,118
Rusk,319,Railroad Commissioner,,,Grady Yarbrough,14,38,52,42,94
Rusk,319,Railroad Commissioner,,,Mark Miller,1,4,5,2,7
Rusk,319,Railroad Commissioner,,,Martina Salinas,1,0,1,0,1
Rusk,404,Railroad Commissioner,,,Wayne Christian,77,648,725,151,876
Rusk,404,Railroad Commissioner,,,Grady Yarbrough,10,123,133,35,168
Rusk,404,Railroad Commissioner,,,Mark Miller,0,17,17,4,21
Rusk,404,Railroad Commissioner,,,Martina Salinas,0,3,3,0,3
Rusk,405,Railroad Commissioner,,,Wayne Christian,68,458,526,104,630
Rusk,405,Railroad Commissioner,,,Grady Yarbrough,13,80,93,28,121
Rusk,405,Railroad Commissioner,,,Mark Miller,1,17,18,11,29
Rusk,405,Railroad Commissioner,,,Martina Salinas,0,5,5,3,8
Rusk,416,Railroad Commissioner,,,Wayne Christian,27,292,319,102,421
Rusk,416,Railroad Commissioner,,,Grady Yarbrough,9,54,63,18,81
Rusk,416,Railroad Commissioner,,,Mark Miller,0,7,7,4,11
Rusk,416,Railroad Commissioner,,,Martina Salinas,0,4,4,1,5
Rusk,417,Railroad Commissioner,,,Wayne Christian,25,345,370,236,606
Rusk,417,Railroad Commissioner,,,Grady Yarbrough,10,89,99,66,165
Rusk,417,Railroad Commissioner,,,Mark Miller,0,9,9,15,24
Rusk,417,Railroad Commissioner,,,Martina Salinas,1,5,6,7,13
Rusk,418,Railroad Commissioner,,,Wayne Christian,76,572,648,345,993
Rusk,418,Railroad Commissioner,,,Grady Yarbrough,15,136,151,79,230
Rusk,418,Railroad Commissioner,,,Mark Miller,0,12,12,12,24
Rusk,418,Railroad Commissioner,,,Martina Salinas,0,5,5,4,9
Rusk,Total:,Railroad Commissioner,,,Wayne Christian,985,9026,10011,4017,14028
Rusk,Total:,Railroad Commissioner,,,Grady Yarbrough,367,2119,2486,1236,3722
Rusk,Total:,Railroad Commissioner,,,Mark Miller,32,278,310,187,497
Rusk,Total:,Railroad Commissioner,,,Martina Salinas,9,77,86,67,153
Rusk,111,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,36,331,367,96,463
Rusk,111,"Justice, Supreme Court, Place 3",,,Mike Westergren,6,61,67,25,92
Rusk,111,"Justice, Supreme Court, Place 3",,,Kathie Glass,2,8,10,2,12
Rusk,111,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,0,3,3,0,3
Rusk,112,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,71,595,666,303,969
Rusk,112,"Justice, Supreme Court, Place 3",,,Mike Westergren,19,112,131,46,177
Rusk,112,"Justice, Supreme Court, Place 3",,,Kathie Glass,1,13,14,9,23
Rusk,112,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,0,3,3,2,5
Rusk,113,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,101,1052,1153,337,1490
Rusk,113,"Justice, Supreme Court, Place 3",,,Mike Westergren,25,208,233,88,321
Rusk,113,"Justice, Supreme Court, Place 3",,,Kathie Glass,1,23,24,17,41
Rusk,113,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,0,8,8,8,16
Rusk,114,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,33,408,441,294,735
Rusk,114,"Justice, Supreme Court, Place 3",,,Mike Westergren,15,92,107,54,161
Rusk,114,"Justice, Supreme Court, Place 3",,,Kathie Glass,2,11,13,12,25
Rusk,114,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,2,2,4,2,6
Rusk,201,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,51,315,366,74,440
Rusk,201,"Justice, Supreme Court, Place 3",,,Mike Westergren,11,55,66,25,91
Rusk,201,"Justice, Supreme Court, Place 3",,,Kathie Glass,2,10,12,1,13
Rusk,201,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,0,2,2,0,2
Rusk,212,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,31,341,372,76,448
Rusk,212,"Justice, Supreme Court, Place 3",,,Mike Westergren,13,47,60,16,76
Rusk,212,"Justice, Supreme Court, Place 3",,,Kathie Glass,1,7,8,5,13
Rusk,212,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,0,0,0,0,0
Rusk,213,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,77,605,682,322,1004
Rusk,213,"Justice, Supreme Court, Place 3",,,Mike Westergren,12,117,129,67,196
Rusk,213,"Justice, Supreme Court, Place 3",,,Kathie Glass,1,8,9,18,27
Rusk,213,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,0,5,5,0,5
Rusk,214,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,61,734,795,389,1184
Rusk,214,"Justice, Supreme Court, Place 3",,,Mike Westergren,21,196,217,105,322
Rusk,214,"Justice, Supreme Court, Place 3",,,Kathie Glass,3,17,20,13,33
Rusk,214,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,0,10,10,5,15
Rusk,215,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,53,632,685,286,971
Rusk,215,"Justice, Supreme Court, Place 3",,,Mike Westergren,23,154,177,141,318
Rusk,215,"Justice, Supreme Court, Place 3",,,Kathie Glass,2,17,19,15,34
Rusk,215,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,2,7,9,9,18
Rusk,302,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,14,242,256,60,316
Rusk,302,"Justice, Supreme Court, Place 3",,,Mike Westergren,58,145,203,68,271
Rusk,302,"Justice, Supreme Court, Place 3",,,Kathie Glass,0,6,6,3,9
Rusk,302,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,0,3,3,1,4
Rusk,303,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,44,301,345,98,443
Rusk,303,"Justice, Supreme Court, Place 3",,,Mike Westergren,43,207,250,90,340
Rusk,303,"Justice, Supreme Court, Place 3",,,Kathie Glass,0,8,8,7,15
Rusk,303,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,1,4,5,6,11
Rusk,314,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,37,414,451,116,567
Rusk,314,"Justice, Supreme Court, Place 3",,,Mike Westergren,8,46,54,20,74
Rusk,314,"Justice, Supreme Court, Place 3",,,Kathie Glass,0,4,4,4,8
Rusk,314,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,0,0,0,1,1
Rusk,315,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,27,282,309,168,477
Rusk,315,"Justice, Supreme Court, Place 3",,,Mike Westergren,0,21,21,21,42
Rusk,315,"Justice, Supreme Court, Place 3",,,Kathie Glass,0,6,6,7,13
Rusk,315,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,0,2,2,2,4
Rusk,316,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,12,105,117,108,225
Rusk,316,"Justice, Supreme Court, Place 3",,,Mike Westergren,7,19,26,15,41
Rusk,316,"Justice, Supreme Court, Place 3",,,Kathie Glass,0,4,4,5,9
Rusk,316,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,0,0,0,1,1
Rusk,317,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,25,57,82,118,200
Rusk,317,"Justice, Supreme Court, Place 3",,,Mike Westergren,26,42,68,95,163
Rusk,317,"Justice, Supreme Court, Place 3",,,Kathie Glass,0,3,3,9,12
Rusk,317,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,1,0,1,1,2
Rusk,318,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,35,269,304,200,504
Rusk,318,"Justice, Supreme Court, Place 3",,,Mike Westergren,15,67,82,66,148
Rusk,318,"Justice, Supreme Court, Place 3",,,Kathie Glass,2,5,7,11,18
Rusk,318,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,0,3,3,1,4
Rusk,319,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,4,48,52,59,111
Rusk,319,"Justice, Supreme Court, Place 3",,,Mike Westergren,16,38,54,44,98
Rusk,319,"Justice, Supreme Court, Place 3",,,Kathie Glass,0,6,6,2,8
Rusk,319,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,0,0,0,0,0
Rusk,404,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,76,658,734,150,884
Rusk,404,"Justice, Supreme Court, Place 3",,,Mike Westergren,11,109,120,36,156
Rusk,404,"Justice, Supreme Court, Place 3",,,Kathie Glass,0,11,11,3,14
Rusk,404,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,0,10,10,2,12
Rusk,405,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,66,465,531,110,641
Rusk,405,"Justice, Supreme Court, Place 3",,,Mike Westergren,14,87,101,30,131
Rusk,405,"Justice, Supreme Court, Place 3",,,Kathie Glass,1,10,11,6,17
Rusk,405,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,0,3,3,2,5
Rusk,416,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,25,295,320,102,422
Rusk,416,"Justice, Supreme Court, Place 3",,,Mike Westergren,8,53,61,17,78
Rusk,416,"Justice, Supreme Court, Place 3",,,Kathie Glass,0,6,6,5,11
Rusk,416,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,0,3,3,0,3
Rusk,417,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,26,352,378,239,617
Rusk,417,"Justice, Supreme Court, Place 3",,,Mike Westergren,9,84,93,72,165
Rusk,417,"Justice, Supreme Court, Place 3",,,Kathie Glass,0,9,9,9,18
Rusk,417,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,0,2,2,7,9
Rusk,418,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,74,569,643,351,994
Rusk,418,"Justice, Supreme Court, Place 3",,,Mike Westergren,15,135,150,73,223
Rusk,418,"Justice, Supreme Court, Place 3",,,Kathie Glass,0,18,18,9,27
Rusk,418,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,0,0,0,4,4
Rusk,Total:,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,979,9070,10049,4056,14105
Rusk,Total:,"Justice, Supreme Court, Place 3",,,Mike Westergren,375,2095,2470,1214,3684
Rusk,Total:,"Justice, Supreme Court, Place 3",,,Kathie Glass,18,210,228,172,400
Rusk,Total:,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,6,70,76,54,130
Rusk,111,"Justice, Supreme Court, Place 5",,,Paul Green,39,336,375,97,472
Rusk,111,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,5,55,60,23,83
Rusk,111,"Justice, Supreme Court, Place 5",,,Tom Oxford,0,10,10,2,12
Rusk,111,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,0,1,1,1,2
Rusk,112,"Justice, Supreme Court, Place 5",,,Paul Green,70,586,656,301,957
Rusk,112,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,20,115,135,49,184
Rusk,112,"Justice, Supreme Court, Place 5",,,Tom Oxford,1,14,15,8,23
Rusk,112,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,0,6,6,2,8
Rusk,113,"Justice, Supreme Court, Place 5",,,Paul Green,97,1053,1150,339,1489
Rusk,113,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,24,211,235,91,326
Rusk,113,"Justice, Supreme Court, Place 5",,,Tom Oxford,3,22,25,16,41
Rusk,113,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,1,6,7,4,11
Rusk,114,"Justice, Supreme Court, Place 5",,,Paul Green,33,412,445,294,739
Rusk,114,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,14,89,103,50,153
Rusk,114,"Justice, Supreme Court, Place 5",,,Tom Oxford,2,8,10,14,24
Rusk,114,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,3,5,8,4,12
Rusk,201,"Justice, Supreme Court, Place 5",,,Paul Green,54,316,370,71,441
Rusk,201,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,9,55,64,26,90
Rusk,201,"Justice, Supreme Court, Place 5",,,Tom Oxford,1,11,12,3,15
Rusk,201,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,0,2,2,0,2
Rusk,212,"Justice, Supreme Court, Place 5",,,Paul Green,32,339,371,79,450
Rusk,212,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,13,49,62,15,77
Rusk,212,"Justice, Supreme Court, Place 5",,,Tom Oxford,0,2,2,3,5
Rusk,212,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,0,1,1,0,1
Rusk,213,"Justice, Supreme Court, Place 5",,,Paul Green,80,601,681,327,1008
Rusk,213,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,9,120,129,66,195
Rusk,213,"Justice, Supreme Court, Place 5",,,Tom Oxford,1,9,10,13,23
Rusk,213,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,0,5,5,1,6
Rusk,214,"Justice, Supreme Court, Place 5",,,Paul Green,60,736,796,394,1190
Rusk,214,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,22,201,223,102,325
Rusk,214,"Justice, Supreme Court, Place 5",,,Tom Oxford,3,11,14,7,21
Rusk,214,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,0,6,6,5,11
Rusk,215,"Justice, Supreme Court, Place 5",,,Paul Green,56,633,689,284,973
Rusk,215,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,20,159,179,151,330
Rusk,215,"Justice, Supreme Court, Place 5",,,Tom Oxford,1,10,11,14,25
Rusk,215,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,3,6,9,1,10
Rusk,302,"Justice, Supreme Court, Place 5",,,Paul Green,14,236,250,62,312
Rusk,302,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,56,152,208,68,276
Rusk,302,"Justice, Supreme Court, Place 5",,,Tom Oxford,1,3,4,2,6
Rusk,302,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,1,2,3,1,4
Rusk,303,"Justice, Supreme Court, Place 5",,,Paul Green,45,295,340,96,436
Rusk,303,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,43,213,256,97,353
Rusk,303,"Justice, Supreme Court, Place 5",,,Tom Oxford,0,7,7,5,12
Rusk,303,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,0,3,3,4,7
Rusk,314,"Justice, Supreme Court, Place 5",,,Paul Green,37,416,453,117,570
Rusk,314,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,8,39,47,20,67
Rusk,314,"Justice, Supreme Court, Place 5",,,Tom Oxford,0,4,4,4,8
Rusk,314,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,0,4,4,0,4
Rusk,315,"Justice, Supreme Court, Place 5",,,Paul Green,26,281,307,169,476
Rusk,315,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,0,21,21,20,41
Rusk,315,"Justice, Supreme Court, Place 5",,,Tom Oxford,1,8,9,7,16
Rusk,315,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,0,1,1,2,3
Rusk,316,"Justice, Supreme Court, Place 5",,,Paul Green,12,106,118,112,230
Rusk,316,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,7,15,22,10,32
Rusk,316,"Justice, Supreme Court, Place 5",,,Tom Oxford,0,4,4,7,11
Rusk,316,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,0,1,1,0,1
Rusk,317,"Justice, Supreme Court, Place 5",,,Paul Green,23,57,80,120,200
Rusk,317,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,27,43,70,95,165
Rusk,317,"Justice, Supreme Court, Place 5",,,Tom Oxford,2,2,4,7,11
Rusk,317,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,0,0,0,0,0
Rusk,318,"Justice, Supreme Court, Place 5",,,Paul Green,36,273,309,208,517
Rusk,318,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,15,61,76,63,139
Rusk,318,"Justice, Supreme Court, Place 5",,,Tom Oxford,2,5,7,5,12
Rusk,318,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,0,2,2,2,4
Rusk,319,"Justice, Supreme Court, Place 5",,,Paul Green,4,50,54,61,115
Rusk,319,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,15,38,53,41,94
Rusk,319,"Justice, Supreme Court, Place 5",,,Tom Oxford,1,4,5,3,8
Rusk,319,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,0,0,0,0,0
Rusk,404,"Justice, Supreme Court, Place 5",,,Paul Green,76,653,729,150,879
Rusk,404,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,10,119,129,36,165
Rusk,404,"Justice, Supreme Court, Place 5",,,Tom Oxford,1,13,14,4,18
Rusk,404,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,0,6,6,1,7
Rusk,405,"Justice, Supreme Court, Place 5",,,Paul Green,70,466,536,117,653
Rusk,405,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,10,84,94,27,121
Rusk,405,"Justice, Supreme Court, Place 5",,,Tom Oxford,1,9,10,4,14
Rusk,405,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,0,4,4,0,4
Rusk,416,"Justice, Supreme Court, Place 5",,,Paul Green,24,302,326,98,424
Rusk,416,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,8,48,56,19,75
Rusk,416,"Justice, Supreme Court, Place 5",,,Tom Oxford,0,7,7,3,10
Rusk,416,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,0,1,1,2,3
Rusk,417,"Justice, Supreme Court, Place 5",,,Paul Green,25,356,381,241,622
Rusk,417,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,11,84,95,70,165
Rusk,417,"Justice, Supreme Court, Place 5",,,Tom Oxford,0,9,9,13,22
Rusk,417,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,0,0,0,2,2
Rusk,418,"Justice, Supreme Court, Place 5",,,Paul Green,75,571,646,345,991
Rusk,418,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,14,134,148,82,230
Rusk,418,"Justice, Supreme Court, Place 5",,,Tom Oxford,0,13,13,8,21
Rusk,418,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,0,2,2,3,5
Rusk,Total:,"Justice, Supreme Court, Place 5",,,Paul Green,988,9074,10062,4082,14144
Rusk,Total:,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,360,2105,2465,1221,3686
Rusk,Total:,"Justice, Supreme Court, Place 5",,,Tom Oxford,21,185,206,152,358
Rusk,Total:,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,8,64,72,35,107
Rusk,111,"Justice, Supreme Court, Place 9",,,Eva Guzman,35,324,359,92,451
Rusk,111,"Justice, Supreme Court, Place 9",,,Savannah Robinson,7,63,70,28,98
Rusk,111,"Justice, Supreme Court, Place 9",,,Don Fulton,2,14,16,1,17
Rusk,111,"Justice, Supreme Court, Place 9",,,Jim Chisholm,0,1,1,2,3
Rusk,112,"Justice, Supreme Court, Place 9",,,Eva Guzman,70,585,655,299,954
Rusk,112,"Justice, Supreme Court, Place 9",,,Savannah Robinson,18,108,126,49,175
Rusk,112,"Justice, Supreme Court, Place 9",,,Don Fulton,2,19,21,8,29
Rusk,112,"Justice, Supreme Court, Place 9",,,Jim Chisholm,1,7,8,3,11
Rusk,113,"Justice, Supreme Court, Place 9",,,Eva Guzman,100,1044,1144,335,1479
Rusk,113,"Justice, Supreme Court, Place 9",,,Savannah Robinson,23,215,238,93,331
Rusk,113,"Justice, Supreme Court, Place 9",,,Don Fulton,2,27,29,12,41
Rusk,113,"Justice, Supreme Court, Place 9",,,Jim Chisholm,1,5,6,9,15
Rusk,114,"Justice, Supreme Court, Place 9",,,Eva Guzman,33,403,436,289,725
Rusk,114,"Justice, Supreme Court, Place 9",,,Savannah Robinson,14,92,106,55,161
Rusk,114,"Justice, Supreme Court, Place 9",,,Don Fulton,2,14,16,13,29
Rusk,114,"Justice, Supreme Court, Place 9",,,Jim Chisholm,3,7,10,5,15
Rusk,201,"Justice, Supreme Court, Place 9",,,Eva Guzman,53,306,359,69,428
Rusk,201,"Justice, Supreme Court, Place 9",,,Savannah Robinson,10,61,71,27,98
Rusk,201,"Justice, Supreme Court, Place 9",,,Don Fulton,1,13,14,3,17
Rusk,201,"Justice, Supreme Court, Place 9",,,Jim Chisholm,0,4,4,1,5
Rusk,212,"Justice, Supreme Court, Place 9",,,Eva Guzman,32,333,365,76,441
Rusk,212,"Justice, Supreme Court, Place 9",,,Savannah Robinson,13,50,63,18,81
Rusk,212,"Justice, Supreme Court, Place 9",,,Don Fulton,0,5,5,3,8
Rusk,212,"Justice, Supreme Court, Place 9",,,Jim Chisholm,0,2,2,0,2
Rusk,213,"Justice, Supreme Court, Place 9",,,Eva Guzman,76,594,670,321,991
Rusk,213,"Justice, Supreme Court, Place 9",,,Savannah Robinson,12,124,136,67,203
Rusk,213,"Justice, Supreme Court, Place 9",,,Don Fulton,1,12,13,14,27
Rusk,213,"Justice, Supreme Court, Place 9",,,Jim Chisholm,0,6,6,6,12
Rusk,214,"Justice, Supreme Court, Place 9",,,Eva Guzman,63,732,795,388,1183
Rusk,214,"Justice, Supreme Court, Place 9",,,Savannah Robinson,19,200,219,101,320
Rusk,214,"Justice, Supreme Court, Place 9",,,Don Fulton,3,19,22,13,35
Rusk,214,"Justice, Supreme Court, Place 9",,,Jim Chisholm,0,6,6,8,14
Rusk,215,"Justice, Supreme Court, Place 9",,,Eva Guzman,55,620,675,285,960
Rusk,215,"Justice, Supreme Court, Place 9",,,Savannah Robinson,23,161,184,147,331
Rusk,215,"Justice, Supreme Court, Place 9",,,Don Fulton,2,22,24,14,38
Rusk,215,"Justice, Supreme Court, Place 9",,,Jim Chisholm,2,6,8,4,12
Rusk,302,"Justice, Supreme Court, Place 9",,,Eva Guzman,13,236,249,59,308
Rusk,302,"Justice, Supreme Court, Place 9",,,Savannah Robinson,58,150,208,69,277
Rusk,302,"Justice, Supreme Court, Place 9",,,Don Fulton,1,7,8,2,10
Rusk,302,"Justice, Supreme Court, Place 9",,,Jim Chisholm,0,2,2,1,3
Rusk,303,"Justice, Supreme Court, Place 9",,,Eva Guzman,44,298,342,100,442
Rusk,303,"Justice, Supreme Court, Place 9",,,Savannah Robinson,43,207,250,94,344
Rusk,303,"Justice, Supreme Court, Place 9",,,Don Fulton,1,7,8,5,13
Rusk,303,"Justice, Supreme Court, Place 9",,,Jim Chisholm,0,4,4,4,8
Rusk,314,"Justice, Supreme Court, Place 9",,,Eva Guzman,37,405,442,115,557
Rusk,314,"Justice, Supreme Court, Place 9",,,Savannah Robinson,8,43,51,21,72
Rusk,314,"Justice, Supreme Court, Place 9",,,Don Fulton,0,9,9,3,12
Rusk,314,"Justice, Supreme Court, Place 9",,,Jim Chisholm,0,4,4,2,6
Rusk,315,"Justice, Supreme Court, Place 9",,,Eva Guzman,26,277,303,171,474
Rusk,315,"Justice, Supreme Court, Place 9",,,Savannah Robinson,0,21,21,19,40
Rusk,315,"Justice, Supreme Court, Place 9",,,Don Fulton,1,7,8,7,15
Rusk,315,"Justice, Supreme Court, Place 9",,,Jim Chisholm,0,6,6,1,7
Rusk,316,"Justice, Supreme Court, Place 9",,,Eva Guzman,11,103,114,107,221
Rusk,316,"Justice, Supreme Court, Place 9",,,Savannah Robinson,7,15,22,14,36
Rusk,316,"Justice, Supreme Court, Place 9",,,Don Fulton,0,5,5,8,13
Rusk,316,"Justice, Supreme Court, Place 9",,,Jim Chisholm,1,3,4,0,4
Rusk,317,"Justice, Supreme Court, Place 9",,,Eva Guzman,25,58,83,116,199
Rusk,317,"Justice, Supreme Court, Place 9",,,Savannah Robinson,26,41,67,96,163
Rusk,317,"Justice, Supreme Court, Place 9",,,Don Fulton,0,4,4,8,12
Rusk,317,"Justice, Supreme Court, Place 9",,,Jim Chisholm,1,0,1,2,3
Rusk,318,"Justice, Supreme Court, Place 9",,,Eva Guzman,36,275,311,202,513
Rusk,318,"Justice, Supreme Court, Place 9",,,Savannah Robinson,14,58,72,68,140
Rusk,318,"Justice, Supreme Court, Place 9",,,Don Fulton,2,7,9,6,15
Rusk,318,"Justice, Supreme Court, Place 9",,,Jim Chisholm,1,2,3,3,6
Rusk,319,"Justice, Supreme Court, Place 9",,,Eva Guzman,4,50,54,55,109
Rusk,319,"Justice, Supreme Court, Place 9",,,Savannah Robinson,16,36,52,44,96
Rusk,319,"Justice, Supreme Court, Place 9",,,Don Fulton,1,3,4,4,8
Rusk,319,"Justice, Supreme Court, Place 9",,,Jim Chisholm,0,1,1,1,2
Rusk,404,"Justice, Supreme Court, Place 9",,,Eva Guzman,76,664,740,150,890
Rusk,404,"Justice, Supreme Court, Place 9",,,Savannah Robinson,10,108,118,35,153
Rusk,404,"Justice, Supreme Court, Place 9",,,Don Fulton,1,17,18,4,22
Rusk,404,"Justice, Supreme Court, Place 9",,,Jim Chisholm,0,4,4,2,6
Rusk,405,"Justice, Supreme Court, Place 9",,,Eva Guzman,67,455,522,113,635
Rusk,405,"Justice, Supreme Court, Place 9",,,Savannah Robinson,10,82,92,29,121
Rusk,405,"Justice, Supreme Court, Place 9",,,Don Fulton,3,19,22,4,26
Rusk,405,"Justice, Supreme Court, Place 9",,,Jim Chisholm,0,7,7,2,9
Rusk,416,"Justice, Supreme Court, Place 9",,,Eva Guzman,21,293,314,100,414
Rusk,416,"Justice, Supreme Court, Place 9",,,Savannah Robinson,9,51,60,17,77
Rusk,416,"Justice, Supreme Court, Place 9",,,Don Fulton,1,7,8,5,13
Rusk,416,"Justice, Supreme Court, Place 9",,,Jim Chisholm,0,6,6,0,6
Rusk,417,"Justice, Supreme Court, Place 9",,,Eva Guzman,26,350,376,242,618
Rusk,417,"Justice, Supreme Court, Place 9",,,Savannah Robinson,10,85,95,67,162
Rusk,417,"Justice, Supreme Court, Place 9",,,Don Fulton,0,12,12,11,23
Rusk,417,"Justice, Supreme Court, Place 9",,,Jim Chisholm,0,0,0,5,5
Rusk,418,"Justice, Supreme Court, Place 9",,,Eva Guzman,73,566,639,336,975
Rusk,418,"Justice, Supreme Court, Place 9",,,Savannah Robinson,15,134,149,88,237
Rusk,418,"Justice, Supreme Court, Place 9",,,Don Fulton,0,15,15,9,24
Rusk,418,"Justice, Supreme Court, Place 9",,,Jim Chisholm,0,5,5,3,8
Rusk,Total:,"Justice, Supreme Court, Place 9",,,Eva Guzman,976,8971,9947,4020,13967
Rusk,Total:,"Justice, Supreme Court, Place 9",,,Savannah Robinson,365,2105,2470,1246,3716
Rusk,Total:,"Justice, Supreme Court, Place 9",,,Don Fulton,26,264,290,157,447
Rusk,Total:,"Justice, Supreme Court, Place 9",,,Jim Chisholm,10,88,98,64,162
Rusk,111,"Judge, Ct of Criminal Appeals, P2",,,Mary Lou Keel,35,331,366,96,462
Rusk,111,"Judge, Ct of Criminal Appeals, P2",,,"Lawrence ""Larry"" Meyers",7,58,65,25,90
Rusk,111,"Judge, Ct of Criminal Appeals, P2",,,Mark Ash,2,14,16,0,16
Rusk,111,"Judge, Ct of Criminal Appeals, P2",,,Adam King Blackwell Reposa,0,0,0,2,2
Rusk,112,"Judge, Ct of Criminal Appeals, P2",,,Mary Lou Keel,70,590,660,301,961
Rusk,112,"Judge, Ct of Criminal Appeals, P2",,,"Lawrence ""Larry"" Meyers",19,110,129,47,176
Rusk,112,"Judge, Ct of Criminal Appeals, P2",,,Mark Ash,2,18,20,9,29
