county,precinct,office,district,candidate,party,votes,mail,early_voting,election_day
Madison,404,Sheriff,,Under Votes,,17,94,12,123
Madison,404,Sheriff,,Over Votes,,0,0,0,0
Madison,404,County Tax Assessor-Collector,,Karen M. Lane,REP,101,1145,212,1458
Madison,404,County Tax Assessor-Collector,,Under Votes,,18,84,10,112
Madison,404,County Tax Assessor-Collector,,Over Votes,,0,0,0,0
Madison,404,Constable Precinct No. 2,,Charles Turner,REP,96,1141,211,1448
Madison,404,Constable Precinct No. 2,,Under Votes,,23,88,11,122
Madison,404,Constable Precinct No. 2,,Over Votes,,0,0,0,0
Madison,404,North Zulch Independent School District School Board Position 1,,Richard Weaver,,55,607,125,787
Madison,404,North Zulch Independent School District School Board Position 1,,Under Votes,,11,101,14,126
Madison,404,North Zulch Independent School District School Board Position 1,,Over Votes,,0,0,0,0
Madison,404,North Zulch Independent School District School Board Position 2,,Becky Wilson,,49,506,90,645
Madison,404,North Zulch Independent School District School Board Position 2,,Kali Crocker-Reiling,,6,130,33,169
Madison,404,North Zulch Independent School District School Board Position 2,,Under Votes,,11,72,16,99
Madison,404,North Zulch Independent School District School Board Position 2,,Over Votes,,0,0,0,0
Madison,404,North Zulch Independent School District School Board Position 6,,Michael Crocker,,15,223,46,284
Madison,404,North Zulch Independent School District School Board Position 6,,Rinza Stewart,,23,277,49,349
Madison,404,North Zulch Independent School District School Board Position 6,,Daniel Theiss,,17,139,28,184
Madison,404,North Zulch Independent School District School Board Position 6,,Under Votes,,11,69,16,96
Madison,404,North Zulch Independent School District School Board Position 6,,Over Votes,,0,0,0,0
Madison,404,North Zulch Independent School District School Board Position 7,,Mike Crocker,,23,298,60,381
Madison,404,North Zulch Independent School District School Board Position 7,,Karl Radde,,31,332,65,428
Madison,404,North Zulch Independent School District School Board Position 7,,Under Votes,,12,78,14,104
Madison,404,North Zulch Independent School District School Board Position 7,,Over Votes,,0,0,0,0
